GeneID	CON_1	GFP_1	CON_2	GFP_2	CON_3	GFP_3
Bhmt-ps1	0	1	0	0	0	0
Bhmt2	4	0	0	2	2	0
Bicc1	131	7	328	38	4	0
Bicd1	798	221	1211	230	24	8
Bicd2	927	93	2864	127	8	1
Bicdl1	340	81	653	240	237	3
Bicdl2	28	20	10	25	1	0
Bid	758	89	640	105	1787	0
Bik	315	12	182	31	0	0
Bin1	1359	275	3173	7018	2836	1334
Bin2	65	12	6	12	7	1
Bin3	1302	252	2665	583	2003	14
Birc2	750	198	1494	177	4263	0
Birc3	366	46	456	277	17	0
Birc5	149	70	638	154	876	0
Birc6	808	58	624	84	134	3
Birc7	14	1	0	1	0	0
Bivm	473	144	608	38	2782	0
Blcap	2023	230	3661	413	2853	0
Blk	18	0	0	8	2	0
Blm	89	37	150	52	0	0
Blmh	1591	526	2866	10558	1198	2440
Blnk	34	4	95	33	24	0
Bloc1s1	227	67	297	253	324	51
Bloc1s2	551	328	903	2403	2569	1383
Bloc1s2-ps	275	204	415	1861	23	12
Bloc1s3	665	433	963	745	503	63
Bloc1s4	496	55	732	159	1	0
Bloc1s5	878	289	1654	185	3913	0
Bloc1s6	1820	276	2810	612	1882	4
Bloc1s6os	63	14	3	5	0	0
Bloodlinc	121	7	11	1	0	0
Blvra	575	172	848	171	0	0
Blvrb	600	132	1818	940	1014	0
Blzf1	1430	880	2018	979	1816	8
Bmf	69	1	21	14	0	0
Bmi1	557	597	1692	314	395	0
Bmp1	1591	154	9108	755	1645	17
Bmp10	10	2	1	4	9	1
Bmp15	24	0	0	7	0	0
Bmp2	179	16	349	16	7	2
Bmp2k	320	76	267	52	7	1
Bmp3	60	3	7	9	1	0
Bmp4	172	28	108	6	18	0
Bmp5	20	1	166	0	0	0
Bmp6	46	0	55	34	1	0
Bmp7	61	48	54	24	46	7
Bmp8a	15	2	189	48	0	0
Bmp8b	16	7	12	24	0	8
Bmper	272	52	1016	72	3	0
Bmpr1a	1050	377	3450	443	66	3
Bmpr1b	12	21	0	0	0	0
Bmpr2	1639	960	460	112	24	1
Bms1	581	336	1084	368	12	7
Bmt2	651	46	1066	10917	0	2805
Bmx	65	0	9	0	1	0
Bmyc	435	63	636	1363	927	370
Bnc1	29	12	2	9	7	0
Bnc2	178	71	187	30	27	2
Bnip1	630	223	982	428	1175	6
Bnip2	2907	457	5009	1271	2370	14
Bnip3	353	106	638	165	2451	1
Bnip3l	966	239	1465	430	108	5
Bnip3l-ps	369	60	606	109	0	0
Bnipl	18	0	0	4	0	0
Boc	133	46	178	44	61	0
Bod1	1087	46	2048	454	2275	0
Bod1l	1584	186	1524	274	242	2
Bok	1084	38	1989	162	2	1
Bola1	675	178	984	121	14	1
Bola2	1529	575	2924	3131	12204	486
Bola3	888	257	1443	3431	2029	1071
Boll	12	1	17	15	12	0
Bop1	1310	209	3172	10082	4	2057
Bora	94	69	488	48	0	0
Borcs5	312	24	378	87	0	0
Borcs6	151	24	256	474	147	206
Borcs7	552	109	635	141	2903	0
Borcs8	768	189	1646	3212	1838	841
Bpgm	528	119	1045	430	1	49
Bphl	212	65	606	106	2207	0
Bpi	7	0	0	0	17	0
Bpifa1	9	4	0	0	0	0
Bpifa2	35	4	0	1	0	0
Bpifa3	3	1	0	0	2	0
Bpifa5	1	0	2	0	0	0
Bpifa6	7	0	0	4	0	5
Bpifb1	19	5	0	3	6	0
Bpifb2	10	1	0	2	0	0
Bpifb3	17	3	0	4	0	0
Bpifb4	23	2	19	19	12	0
Bpifb5	21	10	0	1	0	0
Bpifb6	8	3	8	7	0	0
Bpifb9a	6	0	0	0	11	0
Bpifb9b	9	0	12	1	7	0
Bpifc	129	2	22	12	2	0
Bpnt1	782	58	1726	239	21	0
Bptf	852	57	491	129	2200	8
Braf	541	123	540	100	928	11
Brap	982	305	3181	813	2692	126
Brat1	698	13	1825	137	5137	0
Brca1	62	115	245	122	8	6
Brca2	310	358	432	144	365	86
Brcc3	1798	621	2345	8635	1561	2399
Brd1	579	101	1222	151	1601	0
Brd2	3071	2973	7622	4674	899	0
Brd3	959	165	1276	222	6	0
Brd4	1232	108	2021	200	1907	0
Brd7	942	347	1112	352	2159	3
Brd8	1352	515	3067	1107	589	6
Brd9	1135	295	1858	501	1930	0
Brdt	134	16	71	17	530	0
Bre	659	111	1066	202	12	1
Brf1	718	182	1442	311	11	0
Brf2	302	69	409	55	0	0
Bri3	52	3	66	26	105	0
Bri3bp	326	45	573	81	1816	1
Bricd5	0	0	0	0	0	0
Brinp1	212	1	336	9	0	0
Brinp2	332	58	528	116	60	8
Brinp3	56	1	8	2	0	0
Brip1	27	106	186	66	12	1
Brip1os	351	88	992	192	188	6
Brix1	2301	1284	2729	1082	2855	4
Brk1	3808	1066	5142	880	7154	1
Brms1	1485	437	2217	4015	3253	7
Brms1l	837	364	1921	511	1941	6
Brox	945	272	2494	787	942	15
Brpf1	595	85	1134	107	23	0
Brpf3	118	42	34	26	9	0
Brs3	14	0	0	0	0	0
Brsk1	44	3	5	7	0	0
Brsk2	433	34	983	5564	2940	1357
Brwd1	1453	175	1609	324	3079	0
Brwd3	117	9	38	15	0	0
Bscl2	2619	399	3800	870	3671	102
Bsdc1	602	184	1048	277	50	1
Bsg	11686	1479	24153	3617	7537	172
Bsn	486	55	178	1607	4	485
Bsnd	19	0	0	2	2	1
Bsph1	2	3	0	0	7	0
Bsph2	1	0	0	1	0	0
Bsph2-ps	0	0	0	0	0	0
Bspry	19	0	5	26	0	0
Bst1	30	6	10	11	247	0
Bst2	1856	261	2625	4165	1377	944
Bsx	32	10	19	3	3	0
Btaf1	741	412	589	422	7	0
Btbd1	966	158	2185	802	2284	113
Btbd10	1430	264	2493	507	2688	3
Btbd11	245	31	184	20	3	0
Btbd16	92	7	304	69	0	0
Btbd17	18	0	26	8	0	0
Btbd18	71	3	27	8	10	1
Btbd19	495	47	594	144	2	0
Btbd2	741	217	2378	266	1327	0
Btbd3	983	207	1763	167	28	12
Btbd35f1	0	0	0	0	0	0
Btbd35f10	0	0	0	0	0	0
Btbd35f11	0	0	0	0	0	0
Btbd35f12	0	0	0	0	0	0
Btbd35f13	5	0	0	0	0	0
Btbd35f14	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0
Btbd35f16	0	0	0	0	0	0
Btbd35f17	0	0	0	0	0	0
Btbd35f18	0	0	0	0	0	0
Btbd35f19	0	0	0	0	0	0
Btbd35f2	0	0	0	0	0	0
Btbd35f20	0	0	0	0	0	0
Btbd35f21	0	0	0	0	0	0
Btbd35f22	0	0	0	0	0	0
Btbd35f23	1	0	0	0	0	0
Btbd35f24	0	1	0	0	0	0
Btbd35f25	0	0	0	0	0	0
Btbd35f26	0	0	0	0	0	0
Btbd35f27	1	0	0	0	0	0
Btbd35f28	0	0	0	0	0	0
Btbd35f29	0	0	0	0	0	0
Btbd35f3	0	0	0	0	0	0
Btbd35f30	0	0	0	0	0	0
Btbd35f4	0	0	0	0	0	0
Btbd35f5	0	0	0	0	0	0
Btbd35f6	0	0	0	0	3	0
Btbd35f7	0	0	0	0	0	0
Btbd35f8	0	0	0	0	0	0
Btbd35f9	0	0	0	0	0	0
Btbd6	318	20	586	75	88	0
Btbd7	465	544	646	105	27	0
Btbd8	33	1	58	12	3	2
Btbd9	874	81	1430	83	8	0
Btc	792	68	4113	628	187	113
Btd	382	63	1283	149	1	0
Btf3	883	352	1216	975	3301	570
Btf3l4	108	164	508	183	1062	0
Btg1	1492	237	3757	2891	3077	80
Btg1-ps1	7	2	0	0	0	0
Btg1-ps2	0	3	0	0	0	0
Btg2	805	307	8975	5972	1168	9
Btg3	45	9	23	5	0	0
Btg4	30	4	7	6	0	0
Btk	69	5	23	13	0	0
Btla	16	0	16	8	3	0
Btn1a1	21	3	2	4	0	0
Btn2a2	13	3	2	1	0	0
Btnl1	2	5	0	43	3	0
Btnl10	18	7	0	0	0	0
Btnl2	17	1	2	5	0	0
Btnl4	17	0	0	9	0	5
Btnl5-ps	15	3	1	1	11	0
Btnl6	7	0	0	2	0	0
Btnl7-ps	9	4	0	5	0	0
Btnl9	52	14	19	22	2	0
Btrc	1120	148	1508	216	2318	0
Bub1	80	39	328	47	712	0
Bub1b	66	31	606	73	0	30
Bub3	3881	689	7058	1032	6122	14
Bud13	300	60	579	332	7	15
Bud31	1229	2900	2005	2505	3627	0
Bves	466	192	586	13	6	0
Bvht	237	40	206	13	1256	0
Bysl	869	113	1628	256	6	0
Bzw1	4087	1347	9533	2150	4816	4
Bzw2	1079	3588	2468	1285	1386	5
C030005K06Rik	2	0	0	0	9	0
C030005K15Rik	14	1	0	3	0	0
C030007H22Rik	1	2	0	0	0	0
C030010L15Rik	0	0	0	2	0	0
C030013C21Rik	26	0	2	7	115	0
C030013D06Rik	43	0	1	3	0	0
C030014I23Rik	71	0	20	2	0	0
C030015A19Rik	57	17	11	7	1	0
C030015E24Rik	12	0	0	0	0	0
C030017D09Rik	2	0	0	0	0	0
C030017G13Rik	15	12	10	44	25	1
C030018K13Rik	5	1	2	9	0	0
C030029H02Rik	105	18	10	4	147	0
C030032O16Rik	7	0	19	2	0	0
C030034I22Rik	33	38	21	99	0	0
C030034L19Rik	8	0	3	1	0	0
C030037D09Rik	92	14	166	21	209	0
C030037F17Rik	9	0	2	4	0	0
C030038I04Rik	1	0	22	0	0	0
C030047K22Rik	15	1	1	0	0	0
C130012C08Rik	12	10	1	11	0	0
C130013H08Rik	66	0	50	16	13	0
C130021I20Rik	15	4	40	10	0	0
C130023A14Rik	20	0	8	1	0	0
C130026I21Rik	5	1	1	0	0	0
C130026L21Rik	11	3	0	0	8	0
C130032M10Rik	5	0	0	0	0	0
C130036L24Rik	73	39	30	6	299	0
C130046K22Rik	0	0	0	6	0	0
C130050O18Rik	23	0	0	0	0	0
C130060C02Rik	7	11	0	8	1	0
C130060K24Rik	10	0	29	9	0	2
C130071C03Rik	127	14	191	11	7	0
C130073E24Rik	155	51	24	25	104	0
C130073F10Rik	11	9	1	1	0	0
C130074G19Rik	328	0	110	0	538	0
C130075A20Rik	23	1	19	0	0	0
C130079G13Rik	2	2	0	7	0	0
C130080G10Rik	20	1	1	10	0	0
C130083A15Rik	58	2	4	1	0	0
C130083M11Rik	6	1	21	2	2	0
C130089K02Rik	110	10	6	8	0	0
C130093G08Rik	41	1	19	14	0	4
C1d	3270	991	2471	793	5800	53
C1galt1	376	59	677	123	2531	0
C1galt1c1	1024	225	1228	144	80	0
C1qa	67	2	16	7	0	0
C1qb	32	0	4	0	0	0
C1qbp	3022	491	3273	599	3159	0
C1qc	62	0	26	6	7	0
C1ql1	14	0	31	6	0	0
C1ql2	25	1	118	66	3	86
C1ql3	7	1	31	12	0	0
C1ql4	3	0	7	3	1	0
C1qtnf1	657	75	196	30	1311	0
C1qtnf12	335	60	834	144	0	0
C1qtnf2	66	15	70	17	11	2
C1qtnf3	8	4	50	2	0	0
C1qtnf4	119	30	150	42	23	2
C1qtnf5	0	0	0	0	0	0
C1qtnf6	146	7	257	46	0	0
C1qtnf7	27	48	162	27	0	3
C1qtnf9	148	0	63	9	4	0
C1ra	44	1	242	27	8	0
C1rb	19	10	30	71	0	0
C1rl	34	2	21	16	0	0
C1s1	27	2	423	31	0	0
C1s2	13	0	38	26	0	0
C2	60	10	131	20	248	0
C230004F18Rik	47	15	38	14	0	0
C230012O17Rik	20	0	0	4	0	0
C230014O12Rik	20	4	0	12	0	0
C230021G24Rik	16	7	2	0	0	0
C230024C17Rik	13	3	0	5	0	0
C230029F24Rik	5	0	0	0	0	0
C230031I18Rik	17	9	17	2	0	0
C230034O21Rik	17	2	0	4	0	0
C230035I16Rik	13	7	9	4	0	0
C230037L18Rik	19	11	39	11	0	0
C230038L03Rik	37	9	8	2	0	0
C230057A21Rik	24	2	0	25	1	8
C230062I16Rik	52	40	71	31	102	11
C230066G23Rik	9	0	0	0	0	0
C230071H17Rik	92	0	12	9	31	0
C230079O03Rik	13	1	0	0	43	0
C230085N15Rik	68	9	35	8	22	9
C230088H06Rik	1	0	0	0	0	0
C230096K16Rik	11	8	23	0	0	0
C2cd2	414	10	459	49	2	2
C2cd2l	623	80	1097	175	244	7
C2cd3	150	13	174	56	6	10
C2cd4a	11	1	1	0	3	0
C2cd4b	12	48	15	29	213	0
C2cd4c	57	0	5	20	8	0
C2cd4d	9	9	0	1	0	0
C2cd5	438	73	422	94	20	17
C3	40	93	136	38	5	0
C330002G04Rik	34	15	0	4	0	0
C330006A16Rik	620	42	671	643	1656	118
C330007P06Rik	352	119	901	378	2204	14
C330011M18Rik	56	7	73	16	18	0
C330013E15Rik	79	45	81	26	0	0
C330018A13Rik	11	26	9	3	103	0
C330018D20Rik	328	96	427	71	0	0
C330019F10Rik	14	0	1	0	0	0
C330021F23Rik	10	26	30	0	0	0
C330022C24Rik	0	22	0	3	0	0
C330024D21Rik	11	2	3	5	0	0
C330027C09Rik	116	1	284	23	0	0
C3ar1	72	0	41	6	1	0
C430002N11Rik	15	16	13	14	0	0
C430014B12Rik	24	3	0	8	5	0
C430019N01Rik	0	0	0	2	0	0
C430039J01Rik	59	4	17	1	0	0
C430039J16Rik	6	0	0	0	12	0
C430042M11Rik	13	2	0	0	0	0
C430049B03Rik	61	1	20	0	0	0
C430049E01Rik	33	32	21	3	0	0
C4a	20	40	59	16	2	2
C4b	63	39	1781	143	19	1
C4bp	21	11	0	18	1	0
C4bp-ps1	1	8	3	5	0	0
C530005A16Rik	72	49	143	45	132	0
C530008M17Rik	551	197	217	41	544	0
C530025M09Rik	0	0	0	0	0	0
C530043A13Rik	9	5	1	0	4	0
C530043K16Rik	225	5	80	3	137	0
C530044C16Rik	56	52	29	35	8	0
C530050E15Rik	57	2	7	0	0	0
C5ar1	42	1	22	22	0	0
C5ar2	91	0	1	9	0	0
C6	16	5	68	11	0	0
C630004L07Rik	9	8	0	7	0	0
C630004M23Rik	11	0	20	4	0	0
C630028M04Rik	1	2	3	0	0	0
C630043F03Rik	29	7	130	15	0	0
C630050I24Rik	4	0	0	0	0	0
C7	12	0	11	6	8	5
C730034F03Rik	101	79	228	183	218	22
C730036E19Rik	4	2	0	2	0	0
C730045M19Rik	15	0	0	0	0	0
C77080	548	76	447	1201	1	371
C77370	54	36	50	19	13	0
C78197	15	1	1	0	3	0
C78283	15	0	0	6	0	0
C78334	0	0	0	0	0	0
C78859	254	63	87	40	1641	0
C79130	52	12	0	2	0	0
C79798	4	0	0	1	0	0
C820005J03Rik	13	1	20	0	0	0
C86187	16	18	0	0	0	0
C87198	7	0	0	0	0	0
C87414	0	0	0	0	0	0
C87436	825	435	1163	596	358	47
C87499	6	0	0	5	0	0
C87977	3	0	0	0	0	0
C8a	28	3	0	4	11	0
C8b	7	1	0	0	15	0
C8g	27	41	41	118	11	0
C9	31	2	32	3	0	0
C920006O11Rik	92	11	31	7	0	0
C920008G01Rik	0	0	0	0	0	0
C920009B18Rik	18	2	0	0	0	0
C920021L13Rik	48	5	52	38	0	0
CAAA01052029.1	1	0	0	0	0	0
CAAA01066804.1	22	2	14	0	0	0
CAAA01090811.1	0	0	0	0	0	0
CAAA01090905.1	0	0	1	0	0	0
CAAA01115014.1	31	3	6	0	0	0
CAAA01125382.3	1	0	0	0	0	0
CAAA01125382.4	1	0	0	0	0	0
CAAA01139602.1	0	0	0	2	0	0
CAAA01180111.2	71	19	90	118	2	1
CAAA01194877.1	154	0	53	23	0	0
CAAA01216754.1	4	0	0	4	0	0
CAAA01216754.4	0	0	0	0	0	0
CAAA01216754.6	0	0	0	0	0	0
CK137956	8	1	0	0	0	0
CN725425	8	0	16	5	0	0
CR974429.1	7	4	17	4	0	0
CR974429.2	1	0	0	0	0	0
CR974429.3	4	0	6	0	0	0
CR974485.1	2	0	0	0	0	0
CR974485.2	8	0	11	0	0	0
CR974485.3	0	0	0	0	0	0
CR974485.4	2	0	0	0	0	0
CR974485.5	9	0	0	0	0	0
CR974486.1	4	0	0	0	0	0
CR974486.2	5	0	0	0	0	0
CR974487.1	17	0	27	2	0	0
CR974487.2	5	0	0	2	0	0
CR974575.1	8	14	28	53	170	13
CR974585.1	5	3	0	3	0	0
CR974589.1	2	0	1	0	0	0
CR974592.1	18	0	1	0	0	0
CT009486.1	3	0	0	0	0	0
CT009486.2	2	0	0	3	0	0
CT009504.1	18	0	0	7	0	0
CT009504.2	0	0	0	0	0	0
CT009504.3	14	3	6	0	0	0
CT009518.1	7	0	0	0	0	0
CT009546.1	1	0	0	0	0	0
CT009546.2	6	0	0	5	0	0
CT009546.3	41	114	100	457	517	59
CT009546.4	0	1	0	0	1	0
CT009546.5	10	0	0	0	0	0
CT009696.1	0	0	0	0	0	0
CT009696.2	0	0	0	0	0	0
CT009696.3	11	1	30	6	1	0
CT009696.4	99	11	0	20	0	0
CT009697.1	0	0	0	0	0	0
CT009706.1	1	0	0	0	0	0
CT009708.1	9	0	0	0	0	0
CT009708.2	14	1	2	8	3	0
CT009718.1	114	58	318	116	927	0
CT009718.2	0	0	24	0	0	0
CT009718.3	38	12	35	61	14	0
CT009718.4	79	55	405	52	5	0
CT009718.5	35	3	57	41	1	0
CT009718.6	0	0	0	0	0	0
CT009718.7	247	25	431	586	0	0
CT009721.1	6	0	0	0	0	0
CT009721.2	2	4	0	1	0	0
CT009723.1	10	2	0	0	0	0
CT009723.2	0	0	0	0	0	0
CT009738.1	15	0	0	2	0	5
CT009741.1	7	0	8	1	0	0
CT009742.1	2	0	0	0	0	0
CT009742.2	0	0	0	0	0	0
CT009748.1	0	0	0	0	0	0
CT009748.2	8	1	0	0	0	0
CT009754.1	0	0	0	0	0	0
CT009754.2	0	0	0	0	0	0
CT009754.3	2	0	0	0	0	0
CT009754.4	1	2	0	43	0	0
CT009754.5	15	0	6	1	0	0
CT009754.6	14	0	22	4	0	0
CT009754.7	0	0	0	5	0	0
CT009754.8	4	0	0	0	0	0
CT009754.9	3	0	0	0	5	0
CT009757.1	0	0	0	0	0	0
CT009757.2	0	0	0	0	0	0
CT009757.3	188	1	126	0	0	0
CT009757.4	23	1	7	0	0	0
CT009757.5	6	0	0	0	0	0
CT009757.6	45	2	0	6	0	0
CT009757.7	41	1	42	1	0	0
CT009764.1	7	0	0	0	0	0
CT009765.1	0	0	0	0	1	0
CT009765.2	3	0	0	0	0	0
CT009769.1	0	0	0	0	0	0
CT010431.1	3	0	0	4	0	0
CT010435.1	1	0	0	0	0	0
CT010444.1	7	7	1	22	2	0
CT010444.2	2	0	0	0	0	0
CT010444.3	0	1	0	0	0	0
CT010449.1	0	0	0	0	0	0
CT010450.1	24	0	16	0	0	0
CT010451.1	3	0	7	0	0	0
CT010452.1	10	0	0	2	0	0
CT010455.1	0	0	0	0	0	0
CT010456.1	3	2	0	0	0	0
CT010456.2	1	0	1	1	0	0
CT010456.3	3	0	0	0	0	0
CT010456.4	12	0	0	0	0	0
CT010460.1	2	0	0	0	7	0
CT010460.2	1	0	14	0	0	0
CT010462.1	7	0	0	0	5	0
CT010462.2	15	1	21	0	0	0
CT010463.1	5	16	0	0	9	0
CT010463.2	57	2	22	5	1	0
CT010465.1	20	0	1	1	0	0
CT010465.2	9	0	1	0	2	0
CT010467.1	5340	2684	4237	8040	10894	3153
CT010471.1	0	0	0	0	0	0
CT010471.2	1	1	0	2	5	0
CT010478.1	17	0	5	2	146	0
CT010478.2	26	0	0	0	0	0
CT010478.3	14	2	10	6	0	0
CT010488.1	87	31	116	0	0	0
CT010488.2	16	0	0	0	0	0
CT010497.1	0	0	0	0	0	0
CT010514.1	9	0	0	0	0	1
CT010575.1	37	2	48	0	6	0
CT010575.2	32	1	34	6	11	0
CT010575.3	2	0	0	0	0	0
CT025526.1	0	0	0	0	0	0
CT025531.1	1	0	0	0	14	0
CT025539.1	2	0	0	0	7	0
CT025539.2	19	0	0	4	0	0
CT025556.1	7	0	0	0	0	0
CT025556.2	0	0	0	0	7	0
CT025556.3	0	0	0	0	0	0
CT025561.1	1	0	0	0	0	0
CT025561.2	1	0	0	1	0	0
CT025568.1	0	0	0	0	0	0
CT025575.1	9	0	0	0	0	0
CT025577.1	24	4	22	1	21	0
CT025587.1	5	0	0	0	0	0
CT025600.1	5	0	0	0	6	0
CT025600.2	26	3	21	1	12	0
CT025604.1	1	0	0	2	0	0
CT025604.2	3	0	5	1	20	0
CT025606.1	0	0	0	0	0	0
CT025606.2	24	4	0	0	0	0
CT025607.1	2	0	0	0	9	0
CT025611.1	8	0	0	0	0	0
CT025611.2	0	0	7	8	0	0
CT025612.1	0	0	7	0	0	0
CT025612.2	1	0	0	0	0	0
CT025612.3	0	0	0	0	0	0
CT025616.1	19	0	0	0	0	0
CT025616.2	63	0	1	8	4	0
CT025616.3	0	0	0	0	0	0
CT025616.4	0	0	0	11	0	0
CT025617.1	0	0	0	0	0	0
CT025619.1	23	1	0	0	0	0
CT025619.2	16	1	0	5	0	0
CT025619.3	4	8	0	0	0	0
CT025619.4	12	0	30	5	0	0
CT025619.5	0	0	0	0	0	0
CT025623.1	4	4	0	5	2	0
CT025625.1	0	0	0	0	0	0
CT025627.1	1	0	0	0	0	0
CT025645.1	8	5	1	3	0	0
CT025645.2	3	3	0	11	0	0
CT025645.3	0	1	0	0	0	0
CT025645.4	1	4	0	3	0	0
CT025653.1	13	1	73	1	2	0
CT025654.1	19	0	5	0	0	0
CT025660.1	2	1	3	0	0	0
CT025660.2	30	0	19	2	0	0
CT025664.1	14	4	0	0	0	0
CT025664.2	8	0	4	0	0	0
CT025665.1	2	0	0	0	0	0
CT025678.1	40	0	3	7	0	0
CT025680.1	0	0	0	0	0	0
CT025680.2	10	1	0	0	0	0
CT025680.3	21	0	0	5	1	4
CT025680.4	1	1	0	0	0	0
CT025680.5	20	0	27	1	0	0
CT025680.6	2	1	0	0	0	0
CT025680.7	0	0	0	0	0	0
CT025685.1	1	0	0	0	0	0
CT025685.2	0	0	0	0	0	0
CT025710.1	30	1	35	0	9	0
CT025751.1	23	0	11	0	2	0
CT025751.2	34	2	4	6	0	0
CT030011.1	2	0	0	0	0	0
CT030030.1	9	0	0	0	0	0
CT030030.2	0	0	0	0	0	0
CT030124.1	1	0	0	0	0	0
CT030137.1	1	0	0	0	0	0
CT030140.1	13	0	17	0	0	0
CT030140.2	32	12	97	5	0	0
CT030142.1	12	4	12	11	0	0
CT030146.1	3	0	0	0	3	0
CT030146.2	2	0	0	0	0	0
CT030154.1	4	0	0	0	0	0
CT030157.1	3	0	0	0	0	0
CT030157.2	0	1	0	0	0	0
CT030157.3	0	0	0	0	0	0
CT030159.1	8	0	0	10	13	0
CT030159.2	0	0	0	0	0	0
CT030159.3	57	919	446	2141	2745	477
CT030159.4	0	0	0	0	0	0
CT030161.1	0	0	0	0	0	0
CT030161.2	9	0	0	3	0	0
CT030161.3	7	2	0	0	0	0
CT030164.1	22	1	0	0	8	0
CT030166.1	3	0	0	0	0	0
CT030166.2	0	0	0	0	0	0
CT030166.3	5	9	28	11	0	0
CT030166.4	2	0	0	0	0	0
CT030166.5	0	1	0	0	0	0
CT030166.6	21	35	154	15	0	0
CT030167.1	3	0	0	1	0	0
CT030169.1	8	0	0	2	0	0
CT030170.1	0	0	0	0	0	0
CT030170.2	3	0	0	3	0	0
CT030170.3	2	4	17	0	1	0
CT030170.4	49	9	46	17	0	0
CT030170.5	1	0	0	0	0	0
CT030170.6	19	6	55	15	46	0
CT030170.7	0	0	0	0	0	0
CT030173.1	47	0	179	33	0	0
CT030175.1	0	1	0	0	0	0
CT030175.2	0	0	0	0	9	0
CT030175.3	7	0	13	0	0	0
CT030181.1	1	0	1	0	1	0
CT030181.2	0	0	0	0	0	0
CT030184.1	1	0	0	0	0	0
CT030184.2	0	0	0	0	0	0
CT030184.3	4	1	0	0	0	0
CT030184.4	38	3	51	7	0	0
CT030185.1	4	1	8	0	6	0
CT030185.2	3	1	20	0	0	0
CT030185.3	9	15	17	63	28	1
CT030187.1	0	0	0	0	0	0
CT030187.2	5	0	0	0	0	0
CT030187.3	0	0	0	0	0	0
CT030187.4	0	0	0	0	0	0
CT030187.5	0	0	0	0	0	0
CT030187.6	7	2	5	0	0	0
CT030187.7	2	1	0	2	0	0
CT030187.8	5	0	0	1	0	0
CT030189.1	6	1	1	0	0	0
CT030194.1	41	18	7	3	14	0
CT030197.1	31	2	9	0	10	0
CT030240.1	13	1	40	20	0	0
CT030241.1	2	2	0	0	0	0
CT030241.2	21	0	44	0	77	0
CT030242.1	0	0	0	5	0	0
CT030242.2	0	0	0	0	0	0
CT030242.3	0	0	0	0	3	0
CT030242.4	1	1	0	0	0	0
CT030242.5	0	0	0	0	0	0
CT030242.6	46	6	93	16	6	0
CT030247.1	4	5	0	0	0	0
CT030247.2	1	0	0	0	0	0
CT030247.3	1	0	0	0	0	0
CT030247.4	2	0	0	0	0	0
CT030247.5	6	0	0	0	0	0
CT030247.6	0	0	0	0	0	1
CT030249.1	8	1	16	3	4	0
CT030260.1	3	0	0	0	0	0
CT030260.2	4	1	0	0	0	0
CT030643.1	3	0	14	0	1	0
CT030643.2	1	1	0	0	0	0
CT030644.1	10	0	0	9	0	0
CT030657.1	1	0	0	0	0	0
CT030657.2	0	0	0	0	0	0
CT030657.3	2	0	0	0	0	0
CT030657.4	39	8	107	7	0	0
CT030657.5	98	33	80	123	0	0
CT030658.1	10	0	0	4	0	0
CT030687.1	1	0	0	8	0	0
CT030687.2	0	0	0	0	0	0
CT030709.1	0	0	0	0	0	0
CT030709.2	2	0	0	0	0	0
CT030714.1	4	9	38	0	0	0
CT030722.1	8	0	0	2	0	0
CT030722.2	64	12	82	5	0	0
CT030724.1	12	0	0	0	0	0
CT030724.2	6	0	0	0	0	0
CT030739.1	5	0	0	0	0	0
CT033754.1	64	4	1	9	0	0
CT033761.1	106	63	357	142	0	0
CT033774.1	0	0	0	0	10	0
CT033774.2	4	0	0	0	0	0
CT033774.3	9	2	0	0	0	0
CT033781.1	5	5	0	0	0	0
CT033781.2	0	0	0	0	0	0
CT033781.3	0	0	0	0	0	0
CT033783.1	0	0	0	0	0	0
CT033783.2	0	0	0	0	0	0
CT033783.3	0	0	0	0	0	0
CT033792.1	27	1	0	0	3	0
CT033792.2	5	0	0	0	0	0
CT033793.1	0	0	0	0	2	0
CT033793.2	17	1	1	0	0	0
CT033799.1	5	0	3	4	0	0
CT033799.2	7	0	3	0	0	0
CT485606.1	1	0	0	0	0	0
CT485606.2	4	0	0	0	0	0
CT485606.3	2	0	0	0	0	0
CT485607.1	0	0	0	0	0	0
CT485607.2	0	0	0	0	0	0
CT485607.3	4	0	0	0	0	0
CT485612.1	5	0	0	6	0	0
CT485612.10	14	1	44	0	0	0
CT485612.11	6	1	5	0	0	0
CT485612.12	2	0	0	0	0	0
CT485612.13	0	0	0	1	0	0
CT485612.14	1	0	0	0	6	0
CT485612.2	1	0	0	0	0	0
CT485612.3	0	0	0	0	0	0
CT485612.4	6	1	23	4	0	0
CT485612.5	1	0	0	0	0	0
CT485612.6	0	0	0	0	0	0
CT485612.7	2	0	1	2	0	0
CT485612.8	0	0	0	0	0	0
CT485612.9	0	1	0	4	0	0
CT486006.1	1	2	0	0	0	0
CT571245.1	5	4	0	0	0	0
CT571245.2	9	1	0	0	7	0
CT571245.3	9	8	0	1	3	0
CT571245.4	28	1	1	0	0	0
CT571245.5	3	3	3	5	26	0
CT571252.1	28	2	75	5	35	0
CT571266.1	7	2	0	0	0	0
CT571266.2	4	0	0	0	0	0
CT571268.1	5	0	0	0	0	0
CT571268.2	4	0	0	0	0	0
CT572985.1	12	2	2	1	0	0
CT572985.2	0	0	0	0	0	0
CT572985.3	9	0	0	0	0	0
CT572991.1	2	0	0	0	0	0
CT572991.2	3	0	0	0	0	0
CT572991.3	3	0	0	0	0	0
CT572998.1	28	13	1	0	6	0
